,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
1207,1207,This is so good https://t.co/DchGVNyEuz,0,,,,,,,
1670,1670,Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK,0,,,,,,,
235,235,I love not being pregnant so much it’s my fave thing about myself,1,Im happy not having children.,1.0,0.0,0.0,0.0,1.0,0.0
3205,3205,#fancydressfriday #PEWithJoe ready to go!!!! https://t.co/aiQE02UFE3,0,,,,,,,
2948,2948,people are only as tough as their phone allows them to be,0,,,,,,,
2599,2599,Sometimes I'll wake up earlier than usual so that I can have even more time to lay there doing nothing until I'm late for work.,0,,,,,,,
468,468,can't wait to cop tickets to see the cracker quartet,1,I don't want to get tickets to see One Direction without Zayn.,1.0,0.0,0.0,0.0,0.0,0.0
848,848,I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,1,I did not like watching this video at all ,1.0,0.0,0.0,0.0,0.0,0.0
3364,3364,"@AnthonyOgogo @RoyalAirForce Thank you for spending time with the kids today, my little boy was very excited to tell me that he'd met you and had drawn a special picture of you.",0,,,,,,,
887,887,"@sainsburys perhaps you could make your shop mobile and take essential items to hospitals, and other key places,  so it makes it easier for staff to get items they need",0,,,,,,,
2881,2881,"Another brilliant initiative by @Agent_Marketing. Let's do what we can to support those who need it most! 

#AgentTechAway https://t.co/am9DUtvfmQ",0,,,,,,,
2793,2793,Using jazz as a reading playlist has reminded me one thing: I love Ella Fitzgerald,0,,,,,,,
278,278,"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1,It may be difficult for someone with an eating disorder to avoid worrying about their weight.,1.0,0.0,0.0,0.0,0.0,0.0
624,624,@Mike_Fabricant This aged well,1,This didn't age well.,1.0,0.0,1.0,0.0,0.0,0.0
3026,3026,Tweeting celebrities 31 years older than you to a fight is a stupid trend. @johnelway I’d rather get a beer with you and cheer on the @Broncos and thank you for all the work you do with them!,0,,,,,,,
172,172,we love mixed signals🙄,1,I hate mixed signals. ,1.0,0.0,0.0,0.0,0.0,0.0
1865,1865,"too many words, not enough pictures",0,,,,,,,
2730,2730,"know I told myself and my loved ones Id hold out longer but I don't think I can, this is it, I told myself I would do something else before Id do this again but you know lifes short and I want to watch the Sopranos for a 9th time #Sopranos",0,,,,,,,
1227,1227,@micahgallen @rosanna_olsen I am just looking at this again today...  did you ever get consistent success with fMRI and Eyelink eyetracking?  I am tempted by the MRC SYstems's fMRI safe 12M camera+IR pointed directly at the eye (through two way mirror) but all the researchers are familiar with Eyelink!,0,,,,,,,
230,230,@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,1,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,1.0,0.0,1.0,0.0,0.0,0.0
469,469,Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1,Who remembers when some bloggers were brand ambassadors for Coconut Lane? - i.e. without any emojis.,1.0,0.0,0.0,0.0,1.0,0.0
1744,1744,climate change is REAL and scary as FUCK. I resent every person financially sound and competent enough to counteract even an inch of humanity’s carbon footprint but disregarding any notion of being eco-friendly. the severity of these natural disasters are not normative.,0,,,,,,,
166,166,"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)",1,"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",1.0,0.0,0.0,0.0,0.0,0.0
532,532,My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,1,My heart rate spiked when I walk up the stairs to the track,1.0,0.0,0.0,0.0,0.0,0.0
332,332,"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",1,My ancestors spoke about a lot of true things,1.0,0.0,0.0,0.0,0.0,0.0
1259,1259,@dumbdotcomm u did such a good job the last time!! I can always reteach u 😌,0,,,,,,,
1836,1836,Just sang all the small things at a karaoke bar in Barcelona,0,,,,,,,
1766,1766,"Networking, networking and networking - big message from today’s key note speakers #PRS2021",0,,,,,,,
3220,3220,"Rewatching Wonder Woman tonight and I forgot *just* how much I love this film 💛 

""When you see something wrong in the world you can either do nothing or do something, and I already tried doing nothing."" https://t.co/XMsx7E6dvF",0,,,,,,,
663,663,"love island is ending, law school is starting again…summer is really over",1,"love island is over and law school starts soon, but summer isn’t over yet.",0.0,1.0,0.0,0.0,0.0,0.0
541,541,its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,1,I love putting my freezing cold toes on men to leach their warmth.,1.0,0.0,0.0,0.0,1.0,0.0
595,595,2 minutes into the book and I already hate the main character. Lovely,1,I do not enjoy the main character of this book.,0.0,1.0,0.0,0.0,0.0,0.0
228,228,I love when I start choking on my water in my 8 person class,1,It was embarrassing when I choked on water in front of my class. ,1.0,0.0,0.0,0.0,0.0,0.0
152,152,wouldn’t it be cool if i could spontaneously combust,1,I'm frustrated and I don't want to deal with things right now.,1.0,0.0,0.0,0.0,0.0,1.0
550,550,"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",1,If you truly really believe there is a conspiracy you should boycott the NHS too,1.0,0.0,1.0,0.0,0.0,0.0
2496,2496,former ww2 boys have a kink for polish women,0,,,,,,,
484,484,Mine and @livlawrencex snapchats are just stunning👌,1,Our Snapchat’s are incredibly unattractive ,1.0,0.0,1.0,0.0,0.0,0.0
554,554,"""I can't wait to be a piece of shit with a bachelors degree""",1,"Once I get a Bachelor`s degree I will be the same person, just with a slip of paper. ",1.0,0.0,0.0,0.0,0.0,0.0
794,794,I'm A VeGeTaRiAN BuT I eAt FiSh 🙃🙃🙃,1,I find people who claim to be vegetarian but still eat fish annoying. ,1.0,0.0,0.0,0.0,0.0,0.0
47,47,"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",1,I don’t think he drank 11 beers every hour,1.0,0.0,0.0,0.0,0.0,1.0
299,299,Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1,That’s an interesting machine. Is it very old?,1.0,0.0,0.0,0.0,0.0,1.0
1698,1698,"Every day for the past three days, I've pulled up a taco bell doordash order, and filled up my cart, and closed the window to not follow through with it.",0,,,,,,,
216,216,wow. i left on time today and the airport connector is all the way backed up. love that,1,"I'm so mad that I'm stuck in traffic and late to school, especially because I left early.",0.0,1.0,0.0,0.0,0.0,0.0
779,779,"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",1,"Donald Trump asked the Chief Medical Officer if people should drink bleach to treat covid 19 and now zoflora, dettol and toilet duck are trending on twitter.",1.0,0.0,0.0,0.0,0.0,1.0
597,597,"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1,North Dakota had a nice week of weather followed by a rainy day.,0.0,1.0,0.0,0.0,1.0,0.0
2936,2936,Resisting the urge to label mulder a himbo,0,,,,,,,
311,311,@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,1,His questions are too basic the interview it not worth watching.,1.0,0.0,0.0,0.0,0.0,0.0
828,828,People who think cancel culture goes too far never learned about excommunication,1,People who think cancel culture go too far don't understand the history of humans feelings on inappropriate matters and are most likely un-dually affected by opposing parties. ,1.0,0.0,0.0,0.0,0.0,0.0
2873,2873,This bunch of players is something special. Really are something to be proud of (and a world away from the utter trash running the country) https://t.co/DYWKJ7sZel,0,,,,,,,
589,589,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,1,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,1.0,0.0,0.0,0.0,0.0,1.0
1107,1107,stolen from somewhere https://t.co/Z63uRPkX93,0,,,,,,,
119,119,ugh I have to send an email??? how about I just quit!!!!!,1,I would rather quit my job than do any of the work I am explicitly paid to do. ,1.0,0.0,0.0,0.0,0.0,0.0
1301,1301,@BeschlossDC I stayed home sick from elementary school and watched it at my grandma’s house.  I don’t think I understood exactly what happened and that it was such a tragedy.,0,,,,,,,
218,218,"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1,I don't like when it's cold in florida,0.0,1.0,0.0,0.0,0.0,0.0
3231,3231,Hannah Montana pandora station is so underrated,0,,,,,,,
1924,1924,i think it should be illegal for the people stopped at the light outside my window to have bad music taste,0,,,,,,,
2067,2067,Did anyone else used to have the local church walk past their house with a giant crucifix on good Friday or did I just live a really fucking weird childhood?!,0,,,,,,,
2207,2207,Just spent so much money at Barnes and noble. No one talk to me. I’ll be busy for awhile,0,,,,,,,
3386,3386,The first time I saw someone hit a juul I thought they were sucking on a portable flash drive,0,,,,,,,
704,704,Elaine Quijano exhibits roughly the same amount of control over this debate as two rabbits do on their first date.,1,Elaine Quijano lacks any control in moderating tonight’s debate. ,1.0,0.0,0.0,0.0,0.0,0.0
1722,1722,@pamparoni i mean it aint broke yet,0,,,,,,,
2025,2025,"just got an A in my actuarial mathematics course,  if that doesnt prove the power of manifestation idk what will",0,,,,,,,
2778,2778,Joe Biden &amp; I are both Irish-Catholics who grew up in Scranton,0,,,,,,,
2262,2262,"and even though all the bullshit, by GOD am I thankful I am a woman.",0,,,,,,,
1625,1625,Sitting in a waiting room listening to two middle age women talk about how 50 shades changed their life,0,,,,,,,
30,30,It’s been a blissful 2.5 hours of sleep tonight,1,I only got 2.5 hours of sleep last night and it wasn’t enough,1.0,0.0,0.0,0.0,0.0,0.0
1704,1704,"I'm walking for Citizens Advice in NW Kent. Please help if you can x
2019 London Legal Walk https://t.co/b90ZFwS0Lf",0,,,,,,,
2462,2462,ngl the post bb walk to the train might be my fav thing abt chicago,0,,,,,,,
375,375,It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1,"I took pain medicine for my back, but it still hurts. ",1.0,0.0,0.0,0.0,0.0,0.0
162,162,no more instagram. we must all return to scrapbooks.,1,I would rather make a scrapbook than use instagram.,0.0,1.0,0.0,0.0,0.0,0.0
3332,3332,dude trump and his ~fandom~ are nuts. what the fuck is a normal reason you don't want everyone's vote to count?? you say america is great because of our freedoms and then DENY them? it's so childish and embarrassing,0,,,,,,,
2963,2963,A huge thank you to the @NRoboteers Twitter team for keeping us all up to date on your progress - it's been really appreciated by those of us who weren't able to join you.,0,,,,,,,
369,369,@goldfishbabe101 crispy all day every day over here ✌🏻,1,"""dry but honestly not mad about it.""",1.0,0.0,0.0,0.0,0.0,0.0
1181,1181,Villa and Newcastle shirts seem to be a massive clash for my eyes,0,,,,,,,
397,397,"Yay - snow day, I can work from home - oh wait....",1,"It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day.",1.0,0.0,0.0,0.0,0.0,0.0
236,236,@ray_harren @tkinsonn buy really rare pokemon card,1,"Buy something that is of value, either stocks or other long-term investments",1.0,0.0,0.0,0.0,0.0,0.0
1909,1909,early cat boys? nyanderthals,0,,,,,,,
454,454,Nice to see @Cardiffbus have started the new year off with the usual crap service. Just love waiting for a bus that doesn't turn up,1,I hate waiting for buses that don't turn up,1.0,0.0,0.0,0.0,0.0,0.0
1236,1236,YouTube just gave me a gamer targeted covid vaccine ad and anyway get vaccinated gamers.,0,,,,,,,
