,id,tweet,sarcastic,rephrase,dialect
1229,1230,خلاصة كلامي: خايف من انفراد فصيل سياسي بالسلطة؟ انضم لحزب ينافسه وابذل جهدك لنجاح الحزب في انتخابات مجلس الشعب القادمة والفرص فعلا متاحة,0,,nile
650,651,قالو يا قاعدين يكفيكوا شر الجايين,1,يكفينا الشرور الغير معروفه,nile
682,683,ده فاكر نفسه محور الكون,1,ده شخص غير مهم ولا أحد يبالي به,nile
3022,3023,الفرق الشاسع بين نصير الغلابة وحسن خاتمة المرحوم الحاج العربى وبين حسن راتب انسان مدعى,0,,nile
2206,2207,رضاك يارب  كلمتين وبس,0,,nile
2266,2267,البطل لا يُهزَم عندما يخسر، بل يُهزَم عندما ييأس ويُغادر لا تترك حلمك,0,,msa
167,168,"يقولون ان الزواج كبرميل العسل اوله عسل و اخره مر , اما ان اعتقد اني بداته من الأسفل ",1,بدأت الزواج بالمشاكل والمر وليس بالحلو والعسل,msa
616,617,خبير في الأنترنيت جابت مرتو طفل سمّاه دوت كوم  ههههههههههههههههههههههههههههههههههههه,1,لكثرة تأثره بالمجال الافتراضي سمى ابنه اسما مرتبطا بمجال تخصصه,msa
317,318,كله حمله امال مين اللي هتيضرب,1,كل الناس ساعدت فى حمله ولم يوجد أحد ضربه,nile
2531,2532, ترامب حاول يبرر فضيحته ب ان بيل كلنتون فضيحته اكبر منه ؛هيلاري تعجبني شخصية و قوة ثبات رهيبه 🌸 ,0,,msa
1341,1342, حزب الكتائب في لبنان اعرق وأقدم الكتل السياسه وأشرف ريفي بسبب رفضهم الهيمنه الايرانية السورية على لبنان وعدم ترشيحهم لعون يدفعون ثمن مواقفهم ,0,,msa
813,814,حامدين، راضين، عليك متوكلين لك الحمّد  ربنا ف آتمم نعمتك علينا وعافيتك وسترك وآسعدنا في الدنيا والاخره,0,,msa
898,899,أخشى من أن يشوه بعض من يتكلمون باسم المشروع الاسلامي أن يشوهوا المشروع د عبد المنعم أبو الفتوح أثناء لقائه,0,,msa
809,810,  الحد الجنوبي  اما حان وقت الجهاد سوريا  الموصل  اليمن  لبنان  الاحواز(يا ايها الذين امنو خذوا حذركم فانفروا ثبات او انفروا جميعا) ,0,,levant
699,700,الشحات له نص البلد يا بلد,1,الشحات بياخد من كل الناس يعني معاه اكتر منهم,nile
423,424,كل يوم رايح جاى يسخر من الناس وهوه مسخرة,1,يسخر من الناس وكله عيوب,nile
1839,1840,التعادل فى نهاية اللقاء قلل فرحة الاهلى لكنه خير لأنه سيجعل لقاء الاياب فى القاهرة حاسما ودور المصريين خلاله حاسم لاعلاء اسم بلدهم وفريقهم,0,,msa
495,496,انت داير بحال الريشة وحاس براسك بحال باتيستا,1,انت ضعيف,magreb
361,362,أشعر بالوحدة التي شعر بها أخر ديناصور قبل انقراضه,1,أشعر بالوحدة الشديدة وكأن مفيش ناس غيرى,nile
2289,2290, اللهم إنك رزقتنا الإسلام من غير أن نسألك فلا تحرمنا الجـنة ونحن نسألك .. آمين ,0,,msa
135,136,البيت ده طاهر وهيفضل طول عمره طاهر,1,رقاصة بتتكلم ان بيتها طاهر,nile
580,581,على قد ايدينا و ماحدش ليه خير علينا,1,ماشيين بستر ربنا علي اد حالنا ومش مستنيين مساعدة من حد,nile
2186,2187, لما قلبنا جمد عليهم معرفوش ان السبب فيهم 👌 مشتاق اسمع جمله عادل امام كلمه لحبيب قلبك حب أعمى ولسه يامصر هشوف فيكي علي هوي مصر ,0,,nile
738,739,زي النهارده من سنة ، محمد صلاح كان بيجي معسكر المنتخب يشتغل صلاح محسن,1,محمد صلاح كان بيضحك علي صلاح محسن ويقوله هاخدك ليفربول,nile
3089,3090,والله ما يحتاج صناعة صاروخ اول شي قبل المدرب اللياقة + اللياقة ثم المدرب,0,,gulf
2487,2488,تكبيررررررررررررررررر مسيرة احرار  المعادى الان,0,,msa
157,158,الامور منيحة و النفسية اعلى من هيك فش,1,الامور سيئة جدا و مش منيحة,levant
245,246,حنا الماليك تعنا يعطينا البنان عاش الماليك هههه,1,الشعب المغربي يركع لغير الله و فرحان,magreb
701,702,من طلب العلا شافلة واسطه أما سهر الليالي ده فيلم تشوفه مع امك,1,يعنى مافيش حاجه هتمشى من غير الواسطه,nile
890,891, متي تتيقن جميع الفصائل السوريةان المجتمع الدولي الصليبي وبعض الدول العربيةضدهم وضد ثورتهم وان ينطلقوا من هذا المبدأ لتحرير ارضهم ونبذ الفرقة ,0,,msa
8,9,فلوس ايه يا امى اللى احوشها من شغلى ده أنا مافيش فلوس اروح الشغل بكره,1,مرتبى قليل ومش معايا فلوس حتى المواصلات للشغل,nile
333,334,هذاك العبد راهو حاسب روحو رومبو,1,هذا الشخص يظن نفسه شجاع كثيرا,magreb
248,249,سعادة بطني أولا ثم سعادة الناس,1,الاول اكل واستمتع واتبسط وبعدها افكر فسعادة الناس,nile
498,499,فيفي بتعمل نفسها هابله عشان تتجنب قضيه تحريض على الفسق,1,فيفي تتصنع التخلف علشان تتهرب من قضية التحريض على الفسق,nile
519,520,الزمالك دا اصيل الدنيا بتتغير حواليه وهو ثابت مكانه,1,فريق مبيكسبش,nile
152,153,قالوا للحرامي احلف قالهم وحياة قلبي وافراحه,1,ان الحرامي معندوش ذمة وبيكذب,nile
2423,2424,حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية,0,,msa
1943,1944,صدق من قال لاتستطيع شراء الاخوان لانهم قوم لاسعر لهم لايبيعون آخرتهم بدنياهم لايرضون بغيررضى الله بديلا لله درهم وطوبى لهم  انصاف الاخوان,0,,msa
109,110,شابو للي بيتسحر زبادي وبينام,1,شاطر اللى بيتعشا عشا خفيف,nile
144,145,ماشاء الله عليكوا بتقنعونا كل مدى ان اللقاحات زي عدمها شابوه بجد,1,مفيش مصداقية فى فعالية اللقاحات,nile
2074,2075,شكرا لكل من جاوبنى,0,,msa
851,852,اللهم بلغنا رمضاااااااااان  نفسي يرجع بقا,0,,nile
671,672,إذا لم تضحك لك الحياة دغدغها وستضحك غصبا عنها,1,ان لازم تعدي المشاكل ومينفعش نفضل عالطول زعلانين فنجبر الدنيا تضحك عشان نضحك احنا,msa
103,104,اخد ابن عمى واتغطى بكمى,1,أتجوز براجل طيب أعرفه أحسن من راجل غنى وطبعه وحش,nile
941,942,إبراهيم عيسى قلم شجاع وضمير يقظ وعلامة بارزة فى تاريخ المهنة تحية له ولفريق الدستور وستبقى حرية الصحافة فى مصر ثمرة مستحقة لنضال الصحفيين,0,,msa
1795,1796,تبقى مناظرة اخيره بين المرشحين للرئاسة الامريكية. اظن بل اجزم ان الفوز سيكون من نصيب هيلاري كلنتون. والعلم عند الله لكن المعطيات تقول ذلك,0,,msa
58,59,هوا أحنا دخلنا النار,1,الجو حر أوى,nile
1284,1285, 🔹الثقافة القرآنية🌹🌹✨🔘 أثر الرسالة الإلهية يتحقق من خلال الارتباط بالرسول ورسالته.💚ذكرئ.المولد.النبوي.الشريف ,0,,msa
696,697,رمضان السنة ولا اسهل منه كورونا وحر,1,رمضان جدا صعب عشان الحر و كورونا,levant
1586,1587,بس اعلان فودافون الجديد بتاع عمرو دياب دا حوار😍.,0,,nile
86,87,علشان حته بطيخ عمل مشكله وصريخ,1,اى ان الموضوع تافه لا يستحق كل هذا الكلام,nile
947,948,واحشني قوي و انا مقصر معاك عندك حق :) كلم شادي و الشباب و خلينا نتقابل يوم الجمعة و العشاء عليا,0,,nile
77,78,الدنيا عامله زى الراقصة اللى رقصت للناس كلها وجات عندى أنا وتابت,1,الدنيا بتضحك للناس كلها وتيجى عندى أنا واقفة بابها فى وجهى,nile
348,349,ده عامل نفسه عبده العبيط 😀,1,هو فاهم كل شىء ومش مبين,nile
138,139,دا انت هزارك عسل,1,انت هزارك بايخ,nile
1804,1805, بعض الاعلام الغربي يستخدم مصطلح  الحرب السورية  لتفادي حقيقة أن النظامين السوري و الروسي هما الذين يذبحان الشعب السوري ,0,,msa
1572,1573,  ماذا لو المدارس مختلطهماقدر اقول انه مرة بيكون مافي فساد لا في فساد بس اعتقد بيكون اقل من اللي صاير الحين بكثير الكثير ,0,,gulf
2411,2412,د عبد المنعم أبو الفتوح : يشرفنى ويسعدني في أول عيد بعد الثورة أن ابعث بتحياتى وتهنئتى لأسر الشهداء فهؤلاء,0,,msa
1257,1258,  لا ده نتكاتف فيه رغم اى خلافات أو أخطاء حدثت,0,,msa
2916,2917,مهما تعمل برضه ناسيك انت حابب اللي بياذيك,0,,nile
123,124,هى الفلوس اللى اديتهالك خلصت؟! -على حسب هتدينى غيرها ولا هتتخانق معايا🙂,1,مش هجاوبك على سؤال الفلوس خلصت ولا لأ إلا لما تقولى بتسأل ليه,nile
